order_id;order_date;customer_id;city;sales_channel;product_name;category;quantity;unit_price;unit_cost;discount_pct;shipping_fee;gross_revenue;discount_amount;net_revenue;profit
O00918;2025-03-04;C0120;Karaganda;Email;Desk Lamp;Home;1;29,9;11,8;15;6,99;29,9;4,49;32,41;20,61
O01086;2025-03-04;C0349;Aktobe;Email;Desk Lamp;Home;1;29,9;11,8;20;4,99;29,9;5,98;28,91;17,11
O00234;2025-03-05;C0266;Astana;Social Media;USB-C Cable;Electronics;3;9,9;3,2;0;0;29,7;0,0;29,7;20,1
O00376;2025-03-05;C0081;Karaganda;Email;Mechanical Keyboard;Electronics;2;79,9;38,0;15;0;159,8;23,97;135,83;59,83
O00499;2025-03-05;C0188;Atyrau;Organic;Laptop Stand;Office;2;34,9;14,0;5;2,99;69,8;3,49;69,3;41,3
O00906;2025-03-05;C0309;Astana;Referral;Mechanical Keyboard;Electronics;1;79,9;38,0;0;0;79,9;0,0;79,9;41,9
O00985;2025-03-05;C0179;Almaty;Paid Search;Yoga Mat;Sports;1;26,9;9,7;0;2,99;26,9;0,0;29,89;20,19
O00236;2025-03-06;C0321;Shymkent;Referral;Notebook Set;Office;1;12,5;4,1;20;4,99;12,5;2,5;14,99;10,89
O00192;2025-03-07;C0344;Atyrau;Referral;Notebook Set;Office;2;12,5;4,1;5;4,99;25,0;1,25;28,74;20,54
O00233;2025-03-07;C0283;Atyrau;Referral;Desk Lamp;Home;2;29,9;11,8;0;4,99;59,8;0,0;64,79;41,19
O00530;2025-03-07;C0054;Karaganda;Referral;Resistance Bands;Sports;3;18,9;6,2;15;2,99;56,7;8,5;51,18;32,58
O00161;2025-03-08;C0285;Almaty;Referral;Mechanical Keyboard;Electronics;1;79,9;38,0;0;4,99;79,9;0,0;84,89;46,89
O00191;2025-03-08;C0305;Atyrau;Organic;Desk Lamp;Home;1;29,9;11,8;5;6,99;29,9;1,5;35,39;23,59
O00419;2025-03-08;C0102;Karaganda;Social Media;Wireless Mouse;Electronics;1;24,9;10,5;10;2,99;24,9;2,49;25,4;14,9
O01019;2025-03-08;C0089;Astana;Paid Search;Notebook Set;Office;2;12,5;4,1;0;6,99;25,0;0,0;31,99;23,79
O00039;2025-03-09;C0179;Almaty;Paid Search;Mechanical Keyboard;Electronics;1;79,9;38,0;0;4,99;79,9;0,0;84,89;46,89
O01017;2025-03-09;C0151;Atyrau;Email;Desk Lamp;Home;4;29,9;11,8;15;6,99;119,6;17,94;108,65;61,45
O00248;2025-03-10;C0136;Atyrau;Social Media;Notebook Set;Office;2;12,5;4,1;15;6,99;25,0;3,75;28,24;20,04
O00587;2025-03-10;C0323;Aktobe;Organic;Wireless Mouse;Electronics;1;24,9;10,5;0;2,99;24,9;0,0;27,89;17,39
O00785;2025-03-10;C0006;Almaty;Organic;Desk Lamp;Home;3;29,9;11,8;0;2,99;89,7;0,0;92,69;57,29
O00213;2025-03-11;C0033;Atyrau;Email;Yoga Mat;Sports;5;26,9;9,7;0;2,99;134,5;0,0;137,49;88,99
O00369;2025-03-11;C0211;Almaty;Social Media;Notebook Set;Office;1;12,5;4,1;0;0;12,5;0,0;12,5;8,4
O00413;2025-03-11;C0300;Almaty;Paid Search;Desk Lamp;Home;1;29,9;11,8;0;2,99;29,9;0,0;32,89;21,09
O00651;2025-03-11;C0149;Almaty;Email;Notebook Set;Office;1;12,5;4,1;15;2,99;12,5;1,88;13,62;9,52
O00694;2025-03-11;C0247;Aktobe;Paid Search;Coffee Mug;Home;2;11,9;3,9;10;2,99;23,8;2,38;24,41;16,61
O00786;2025-03-11;C0044;Astana;Email;USB-C Cable;Electronics;2;9,9;3,2;0;6,99;19,8;0,0;26,79;20,39
O00068;2025-03-12;C0078;Astana;Email;Laptop Stand;Office;1;34,9;14,0;0;0;34,9;0,0;34,9;20,9
O00266;2025-03-12;C0056;Aktobe;Referral;Laptop Stand;Office;1;34,9;14,0;5;4,99;34,9;1,75;38,15;24,15
O00711;2025-03-12;C0159;Atyrau;Referral;Resistance Bands;Sports;1;18,9;6,2;5;2,99;18,9;0,94;20,95;14,75
O01030;2025-03-12;C0220;Karaganda;Email;USB-C Cable;Electronics;3;9,9;3,2;5;2,99;29,7;1,49;31,21;21,61
O01053;2025-03-12;C0259;Atyrau;Email;Yoga Mat;Sports;3;26,9;9,7;15;2,99;80,7;12,1;71,58;42,48
O00001;2025-03-13;C0053;Atyrau;Referral;Mechanical Keyboard;Electronics;1;79,9;38,0;0;2,99;79,9;0,0;82,89;44,89
O00784;2025-03-13;C0097;Aktobe;Email;Coffee Mug;Home;2;11,9;3,9;5;6,99;23,8;1,19;29,6;21,8
O00951;2025-03-13;C0121;Almaty;Referral;Desk Lamp;Home;2;29,9;11,8;15;6,99;59,8;8,97;57,82;34,22
O00791;2025-03-14;C0270;Shymkent;Email;Mechanical Keyboard;Electronics;2;79,9;38,0;20;0;159,8;31,96;127,84;51,84
O01050;2025-03-14;C0302;Karaganda;Organic;Notebook Set;Office;1;12,5;4,1;0;2,99;12,5;0,0;15,49;11,39
O01068;2025-03-14;C0192;Aktobe;Paid Search;Notebook Set;Office;2;12,5;4,1;0;2,99;25,0;0,0;27,99;19,79
O00012;2025-03-15;C0136;Astana;Paid Search;Laptop Stand;Office;2;34,9;14,0;0;6,99;69,8;0,0;76,79;48,79
O00464;2025-03-15;C0317;Aktobe;Email;Water Bottle;Sports;1;15,9;4,8;0;6,99;15,9;0,0;22,89;18,09
O00886;2025-03-15;C0107;Shymkent;Email;Coffee Mug;Home;1;11,9;3,9;5;0;11,9;0,59;11,3;7,4
O01190;2025-03-15;C0138;Atyrau;Paid Search;Mechanical Keyboard;Electronics;1;79,9;38,0;5;4,99;79,9;4,0;80,89;42,89
O00333;2025-03-16;C0033;Astana;Email;USB-C Cable;Electronics;1;9,9;3,2;0;6,99;9,9;0,0;16,89;13,69
O00604;2025-03-16;C0242;Aktobe;Email;USB-C Cable;Electronics;1;9,9;3,2;5;0;9,9;0,49;9,41;6,21
O00894;2025-03-16;C0164;Karaganda;Paid Search;Water Bottle;Sports;1;15,9;4,8;0;0;15,9;0,0;15,9;11,1
O00907;2025-03-16;C0143;Aktobe;Social Media;Laptop Stand;Office;1;34,9;14,0;0;0;34,9;0,0;34,9;20,9
O00416;2025-03-17;C0047;Atyrau;Paid Search;Water Bottle;Sports;1;15,9;4,8;15;4,99;15,9;2,38;18,51;13,71
O00735;2025-03-17;C0029;Atyrau;Social Media;Resistance Bands;Sports;3;18,9;6,2;0;2,99;56,7;0,0;59,69;41,09
O00778;2025-03-17;C0339;Astana;Email;Mechanical Keyboard;Electronics;1;79,9;38,0;0;0;79,9;0,0;79,9;41,9
O00872;2025-03-17;C0181;Shymkent;Email;Yoga Mat;Sports;1;26,9;9,7;0;0;26,9;0,0;26,9;17,2
O00920;2025-03-17;C0233;Almaty;Organic;Water Bottle;Sports;4;15,9;4,8;20;4,99;63,6;12,72;55,87;36,67
O00205;2025-03-18;C0281;Atyrau;Referral;Wireless Mouse;Electronics;4;24,9;10,5;0;2,99;99,6;0,0;102,59;60,59
O00402;2025-03-18;C0092;Almaty;Referral;Wireless Mouse;Electronics;1;24,9;10,5;0;6,99;24,9;0,0;31,89;21,39
O00507;2025-03-18;C0047;Aktobe;Organic;Mechanical Keyboard;Electronics;4;79,9;38,0;15;6,99;319,6;47,94;278,65;126,65
O00817;2025-03-18;C0335;Atyrau;Organic;Notebook Set;Office;3;12,5;4,1;0;6,99;37,5;0,0;44,49;32,19
O00969;2025-03-18;C0046;Shymkent;Paid Search;USB-C Cable;Electronics;1;9,9;3,2;5;4,99;9,9;0,49;14,4;11,2
O00018;2025-03-20;C0192;Astana;Referral;Notebook Set;Office;3;12,5;4,1;5;2,99;37,5;1,88;38,62;26,32
O00160;2025-03-20;C0243;Almaty;Organic;Desk Lamp;Home;1;29,9;11,8;5;4,99;29,9;1,5;33,39;21,59
O00450;2025-03-20;C0028;Shymkent;Organic;Mechanical Keyboard;Electronics;1;79,9;38,0;5;6,99;79,9;4,0;82,89;44,89
O00691;2025-03-20;C0026;Atyrau;Email;Resistance Bands;Sports;2;18,9;6,2;0;2,99;37,8;0,0;40,79;28,39
O01134;2025-03-20;C0170;Aktobe;Referral;Water Bottle;Sports;1;15,9;4,8;10;2,99;15,9;1,59;17,3;12,5
O00163;2025-03-21;C0337;Karaganda;Paid Search;Notebook Set;Office;2;12,5;4,1;0;2,99;25,0;0,0;27,99;19,79
O00169;2025-03-22;C0317;Almaty;Organic;Water Bottle;Sports;2;15,9;4,8;15;2,99;31,8;4,77;30,02;20,42
O00229;2025-03-22;C0327;Astana;Social Media;Mechanical Keyboard;Electronics;2;79,9;38,0;0;4,99;159,8;0,0;164,79;88,79
O00843;2025-03-22;C0015;Karaganda;Referral;Wireless Mouse;Electronics;1;24,9;10,5;0;2,99;24,9;0,0;27,89;17,39
O01026;2025-03-22;C0150;Atyrau;Email;USB-C Cable;Electronics;2;9,9;3,2;15;4,99;19,8;2,97;21,82;15,42
O00245;2025-03-23;C0256;Aktobe;Email;Desk Lamp;Home;4;29,9;11,8;10;2,99;119,6;11,96;110,63;63,43
O00044;2025-03-24;C0227;Aktobe;Email;Wireless Mouse;Electronics;1;24,9;10,5;10;4,99;24,9;2,49;27,4;16,9
O00446;2025-03-24;C0039;Aktobe;Organic;Mechanical Keyboard;Electronics;1;79,9;38,0;0;6,99;79,9;0,0;86,89;48,89
O00079;2025-03-25;C0160;Almaty;Referral;Water Bottle;Sports;2;15,9;4,8;10;0;31,8;3,18;28,62;19,02
O00397;2025-03-25;C0255;Shymkent;Referral;Mechanical Keyboard;Electronics;1;79,9;38,0;0;0;79,9;0,0;79,9;41,9
O00730;2025-03-25;C0075;Astana;Organic;USB-C Cable;Electronics;4;9,9;3,2;5;2,99;39,6;1,98;40,61;27,81
O01046;2025-03-25;C0074;Aktobe;Paid Search;Yoga Mat;Sports;2;26,9;9,7;20;6,99;53,8;10,76;50,03;30,63
O00031;2025-03-26;C0195;Almaty;Email;Yoga Mat;Sports;2;26,9;9,7;15;0;53,8;8,07;45,73;26,33
O00367;2025-03-26;C0316;Astana;Paid Search;Desk Lamp;Home;3;29,9;11,8;5;6,99;89,7;4,48;92,2;56,8
O00526;2025-03-26;C0253;Astana;Email;Resistance Bands;Sports;2;18,9;6,2;10;0;37,8;3,78;34,02;21,62
O01089;2025-03-26;C0169;Shymkent;Organic;Coffee Mug;Home;4;11,9;3,9;15;2,99;47,6;7,14;43,45;27,85
O00635;2025-03-27;C0328;Shymkent;Email;Mechanical Keyboard;Electronics;1;79,9;38,0;0;2,99;79,9;0,0;82,89;44,89
O00679;2025-03-27;C0093;Aktobe;Email;Yoga Mat;Sports;2;26,9;9,7;0;0;53,8;0,0;53,8;34,4
O01159;2025-03-27;C0023;Karaganda;Referral;Mechanical Keyboard;Electronics;3;79,9;38,0;15;2,99;239,7;35,96;206,74;92,74
O00833;2025-03-28;C0190;Aktobe;Paid Search;Mechanical Keyboard;Electronics;1;79,9;38,0;0;6,99;79,9;0,0;86,89;48,89
O00917;2025-03-28;C0034;Shymkent;Paid Search;Mechanical Keyboard;Electronics;1;79,9;38,0;0;0;79,9;0,0;79,9;41,9
O00128;2025-03-29;C0090;Almaty;Referral;USB-C Cable;Electronics;1;9,9;3,2;0;2,99;9,9;0,0;12,89;9,69
O00176;2025-03-29;C0317;Karaganda;Social Media;Coffee Mug;Home;1;11,9;3,9;0;4,99;11,9;0,0;16,89;12,99
O00237;2025-03-29;C0338;Aktobe;Referral;Resistance Bands;Sports;1;18,9;6,2;5;2,99;18,9;0,94;20,95;14,75
O00257;2025-03-29;C0269;Atyrau;Referral;Water Bottle;Sports;1;15,9;4,8;0;6,99;15,9;0,0;22,89;18,09
O00484;2025-03-29;C0337;Aktobe;Paid Search;Yoga Mat;Sports;4;26,9;9,7;5;4,99;107,6;5,38;107,21;68,41
O00702;2025-03-29;C0031;Shymkent;Paid Search;Water Bottle;Sports;4;15,9;4,8;5;4,99;63,6;3,18;65,41;46,21
O01192;2025-03-29;C0091;Shymkent;Paid Search;Coffee Mug;Home;2;11,9;3,9;5;6,99;23,8;1,19;29,6;21,8
O00137;2025-03-31;C0103;Astana;Referral;USB-C Cable;Electronics;1;9,9;3,2;0;6,99;9,9;0,0;16,89;13,69
O00270;2025-03-31;C0214;Astana;Organic;Mechanical Keyboard;Electronics;2;79,9;38,0;0;0;159,8;0,0;159,8;83,8
O00606;2025-03-31;C0328;Karaganda;Email;Coffee Mug;Home;2;11,9;3,9;5;0;23,8;1,19;22,61;14,81
O00748;2025-03-31;C0100;Shymkent;Social Media;Desk Lamp;Home;1;29,9;11,8;5;0;29,9;1,5;28,4;16,6
O00822;2025-04-01;C0284;Almaty;Email;Yoga Mat;Sports;3;26,9;9,7;0;2,99;80,7;0,0;83,69;54,59
O01153;2025-04-01;C0151;Almaty;Referral;USB-C Cable;Electronics;1;9,9;3,2;0;0;9,9;0,0;9,9;6,7
O00052;2025-04-02;C0298;Shymkent;Organic;Resistance Bands;Sports;1;18,9;6,2;0;4,99;18,9;0,0;23,89;17,69
O00093;2025-04-02;C0155;Almaty;Referral;Mechanical Keyboard;Electronics;3;79,9;38,0;0;4,99;239,7;0,0;244,69;130,69
O00316;2025-04-02;C0055;Almaty;Referral;Resistance Bands;Sports;5;18,9;6,2;0;6,99;94,5;0,0;101,49;70,49
O00891;2025-04-02;C0252;Atyrau;Paid Search;Mechanical Keyboard;Electronics;2;79,9;38,0;15;6,99;159,8;23,97;142,82;66,82
O00108;2025-04-03;C0300;Karaganda;Email;USB-C Cable;Electronics;1;9,9;3,2;5;4,99;9,9;0,49;14,4;11,2
O00656;2025-04-03;C0099;Shymkent;Email;Notebook Set;Office;3;12,5;4,1;0;6,99;37,5;0,0;44,49;32,19
O01063;2025-04-03;C0014;Atyrau;Organic;Coffee Mug;Home;2;11,9;3,9;0;4,99;23,8;0,0;28,79;20,99
O00074;2025-04-04;C0026;Shymkent;Email;Mechanical Keyboard;Electronics;2;79,9;38,0;0;6,99;159,8;0,0;166,79;90,79
O00618;2025-04-04;C0350;Astana;Email;Desk Lamp;Home;1;29,9;11,8;15;4,99;29,9;4,49;30,41;18,61
O00873;2025-04-04;C0090;Atyrau;Paid Search;USB-C Cable;Electronics;2;9,9;3,2;0;4,99;19,8;0,0;24,79;18,39
O00453;2025-04-05;C0190;Karaganda;Social Media;Yoga Mat;Sports;4;26,9;9,7;0;6,99;107,6;0,0;114,59;75,79
O00713;2025-04-05;C0163;Astana;Organic;Mechanical Keyboard;Electronics;2;79,9;38,0;20;0;159,8;31,96;127,84;51,84
O00705;2025-04-06;C0102;Aktobe;Email;Desk Lamp;Home;2;29,9;11,8;5;0;59,8;2,99;56,81;33,21
O01099;2025-04-06;C0125;Astana;Organic;Resistance Bands;Sports;1;18,9;6,2;0;6,99;18,9;0,0;25,89;19,69
O00480;2025-04-07;C0077;Aktobe;Paid Search;Notebook Set;Office;1;12,5;4,1;10;4,99;12,5;1,25;16,24;12,14
O00648;2025-04-07;C0211;Aktobe;Email;Notebook Set;Office;2;12,5;4,1;10;4,99;25,0;2,5;27,49;19,29
O00652;2025-04-07;C0165;Almaty;Paid Search;Water Bottle;Sports;1;15,9;4,8;10;6,99;15,9;1,59;21,3;16,5
O00666;2025-04-08;C0291;Astana;Referral;Yoga Mat;Sports;2;26,9;9,7;5;6,99;53,8;2,69;58,1;38,7
O00677;2025-04-08;C0099;Aktobe;Paid Search;Mechanical Keyboard;Electronics;1;79,9;38,0;0;6,99;79,9;0,0;86,89;48,89
O00756;2025-04-08;C0175;Karaganda;Referral;Wireless Mouse;Electronics;3;24,9;10,5;15;2,99;74,7;11,2;66,48;34,98
O00057;2025-04-09;C0216;Atyrau;Email;Desk Lamp;Home;1;29,9;11,8;0;2,99;29,9;0,0;32,89;21,09
O00091;2025-04-09;C0162;Almaty;Referral;Yoga Mat;Sports;1;26,9;9,7;0;0;26,9;0,0;26,9;17,2
O01057;2025-04-09;C0317;Aktobe;Referral;Resistance Bands;Sports;2;18,9;6,2;5;0;37,8;1,89;35,91;23,51
O00565;2025-04-10;C0059;Astana;Referral;USB-C Cable;Electronics;1;9,9;3,2;0;4,99;9,9;0,0;14,89;11,69
O00607;2025-04-10;C0018;Aktobe;Referral;Wireless Mouse;Electronics;1;24,9;10,5;5;4,99;24,9;1,25;28,64;18,14
O00882;2025-04-10;C0252;Shymkent;Referral;Yoga Mat;Sports;2;26,9;9,7;20;6,99;53,8;10,76;50,03;30,63
O00779;2025-04-11;C0106;Atyrau;Social Media;Resistance Bands;Sports;1;18,9;6,2;5;6,99;18,9;0,94;24,95;18,75
O00881;2025-04-11;C0012;Almaty;Referral;Resistance Bands;Sports;1;18,9;6,2;20;4,99;18,9;3,78;20,11;13,91
O00504;2025-04-12;C0312;Astana;Social Media;Mechanical Keyboard;Electronics;1;79,9;38,0;10;6,99;79,9;7,99;78,9;40,9
O00227;2025-04-13;C0063;Astana;Organic;Laptop Stand;Office;5;34,9;14,0;0;6,99;174,5;0,0;181,49;111,49
O00425;2025-04-13;C0330;Aktobe;Paid Search;Wireless Mouse;Electronics;1;24,9;10,5;0;6,99;24,9;0,0;31,89;21,39
O00451;2025-04-13;C0050;Almaty;Paid Search;Coffee Mug;Home;1;11,9;3,9;10;6,99;11,9;1,19;17,7;13,8
O00470;2025-04-13;C0030;Astana;Organic;Resistance Bands;Sports;3;18,9;6,2;0;2,99;56,7;0,0;59,69;41,09
O00489;2025-04-13;C0176;Karaganda;Referral;Coffee Mug;Home;1;11,9;3,9;15;2,99;11,9;1,78;13,11;9,21
O00698;2025-04-13;C0192;Astana;Organic;Yoga Mat;Sports;2;26,9;9,7;0;2,99;53,8;0,0;56,79;37,39
O00888;2025-04-13;C0096;Karaganda;Social Media;Coffee Mug;Home;1;11,9;3,9;0;2,99;11,9;0,0;14,89;10,99
O01157;2025-04-13;C0047;Almaty;Email;Laptop Stand;Office;4;34,9;14,0;0;2,99;139,6;0,0;142,59;86,59
O00592;2025-04-14;C0268;Aktobe;Email;Laptop Stand;Office;1;34,9;14,0;0;0;34,9;0,0;34,9;20,9
O00755;2025-04-14;C0048;Karaganda;Referral;Resistance Bands;Sports;1;18,9;6,2;0;0;18,9;0,0;18,9;12,7
O00937;2025-04-14;C0255;Atyrau;Organic;USB-C Cable;Electronics;2;9,9;3,2;0;6,99;19,8;0,0;26,79;20,39
O00948;2025-04-14;C0082;Shymkent;Paid Search;Yoga Mat;Sports;2;26,9;9,7;0;0;53,8;0,0;53,8;34,4
O01142;2025-04-14;C0004;Astana;Email;Laptop Stand;Office;2;34,9;14,0;10;4,99;69,8;6,98;67,81;39,81
O00042;2025-04-15;C0325;Shymkent;Referral;USB-C Cable;Electronics;1;9,9;3,2;5;4,99;9,9;0,49;14,4;11,2
O00172;2025-04-15;C0155;Astana;Paid Search;Laptop Stand;Office;1;34,9;14,0;5;0;34,9;1,75;33,16;19,16
O00600;2025-04-15;C0212;Aktobe;Referral;Desk Lamp;Home;2;29,9;11,8;20;6,99;59,8;11,96;54,83;31,23
O00719;2025-04-15;C0034;Astana;Email;Notebook Set;Office;4;12,5;4,1;0;2,99;50,0;0,0;52,99;36,59
O01135;2025-04-15;C0201;Almaty;Referral;Water Bottle;Sports;2;15,9;4,8;0;6,99;31,8;0,0;38,79;29,19
O00619;2025-04-16;C0118;Astana;Paid Search;Laptop Stand;Office;1;34,9;14,0;0;4,99;34,9;0,0;39,89;25,89
O00762;2025-04-16;C0278;Shymkent;Referral;Mechanical Keyboard;Electronics;1;79,9;38,0;5;0;79,9;4,0;75,91;37,91
O01140;2025-04-16;C0067;Astana;Social Media;Resistance Bands;Sports;1;18,9;6,2;10;6,99;18,9;1,89;24,0;17,8
O00745;2025-04-17;C0316;Karaganda;Email;Mechanical Keyboard;Electronics;1;79,9;38,0;5;0;79,9;4,0;75,91;37,91
O01119;2025-04-17;C0113;Astana;Email;Coffee Mug;Home;2;11,9;3,9;10;0;23,8;2,38;21,42;13,62
O00491;2025-04-18;C0087;Aktobe;Paid Search;Desk Lamp;Home;2;29,9;11,8;0;4,99;59,8;0,0;64,79;41,19
O00639;2025-04-18;C0086;Karaganda;Organic;USB-C Cable;Electronics;2;9,9;3,2;5;0;19,8;0,99;18,81;12,41
O01073;2025-04-18;C0313;Aktobe;Social Media;USB-C Cable;Electronics;2;9,9;3,2;20;6,99;19,8;3,96;22,83;16,43
O00011;2025-04-19;C0291;Atyrau;Social Media;Wireless Mouse;Electronics;3;24,9;10,5;0;0;74,7;0,0;74,7;43,2
O00374;2025-04-19;C0254;Shymkent;Social Media;Mechanical Keyboard;Electronics;3;79,9;38,0;0;6,99;239,7;0,0;246,69;132,69
O00564;2025-04-19;C0212;Atyrau;Referral;Laptop Stand;Office;2;34,9;14,0;15;4,99;69,8;10,47;64,32;36,32
O00002;2025-04-22;C0120;Aktobe;Referral;Mechanical Keyboard;Electronics;2;79,9;38,0;0;0;159,8;0,0;159,8;83,8
O00385;2025-04-22;C0045;Almaty;Paid Search;USB-C Cable;Electronics;4;9,9;3,2;5;6,99;39,6;1,98;44,61;31,81
O00654;2025-04-22;C0176;Karaganda;Social Media;Wireless Mouse;Electronics;1;24,9;10,5;0;6,99;24,9;0,0;31,89;21,39
O00899;2025-04-22;C0080;Aktobe;Paid Search;Coffee Mug;Home;1;11,9;3,9;15;0;11,9;1,78;10,12;6,21
O00003;2025-04-23;C0230;Aktobe;Social Media;Wireless Mouse;Electronics;2;24,9;10,5;10;6,99;49,8;4,98;51,81;30,81
O00846;2025-04-23;C0038;Karaganda;Referral;Laptop Stand;Office;2;34,9;14,0;15;6,99;69,8;10,47;66,32;38,32
O01105;2025-04-23;C0002;Atyrau;Paid Search;Yoga Mat;Sports;3;26,9;9,7;15;6,99;80,7;12,1;75,58;46,48
O00089;2025-04-24;C0208;Atyrau;Paid Search;Yoga Mat;Sports;1;26,9;9,7;0;4,99;26,9;0,0;31,89;22,19
O00474;2025-04-24;C0332;Astana;Paid Search;Notebook Set;Office;1;12,5;4,1;0;2,99;12,5;0,0;15,49;11,39
O00692;2025-04-24;C0222;Shymkent;Email;Yoga Mat;Sports;3;26,9;9,7;5;0;80,7;4,03;76,66;47,56
O00050;2025-04-25;C0013;Atyrau;Paid Search;Yoga Mat;Sports;1;26,9;9,7;10;2,99;26,9;2,69;27,2;17,5
O00076;2025-04-25;C0333;Almaty;Organic;Yoga Mat;Sports;1;26,9;9,7;5;4,99;26,9;1,34;30,55;20,85
O00404;2025-04-25;C0265;Almaty;Email;Mechanical Keyboard;Electronics;2;79,9;38,0;15;2,99;159,8;23,97;138,82;62,82
O00023;2025-04-26;C0033;Shymkent;Organic;Yoga Mat;Sports;4;26,9;9,7;0;2,99;107,6;0,0;110,59;71,79
O00194;2025-04-26;C0071;Astana;Organic;Laptop Stand;Office;1;34,9;14,0;10;2,99;34,9;3,49;34,4;20,4
O00542;2025-04-26;C0325;Atyrau;Social Media;Laptop Stand;Office;2;34,9;14,0;10;6,99;69,8;6,98;69,81;41,81
O00611;2025-04-26;C0311;Astana;Email;Water Bottle;Sports;1;15,9;4,8;20;4,99;15,9;3,18;17,71;12,91
O00718;2025-04-26;C0017;Karaganda;Organic;Coffee Mug;Home;2;11,9;3,9;0;2,99;23,8;0,0;26,79;18,99
O00788;2025-04-26;C0096;Karaganda;Referral;Coffee Mug;Home;2;11,9;3,9;0;4,99;23,8;0,0;28,79;20,99
O00863;2025-04-26;C0165;Shymkent;Social Media;Laptop Stand;Office;2;34,9;14,0;5;2,99;69,8;3,49;69,3;41,3
O00401;2025-04-27;C0261;Almaty;Organic;Desk Lamp;Home;1;29,9;11,8;10;0;29,9;2,99;26,91;15,11
O00595;2025-04-28;C0247;Karaganda;Social Media;Coffee Mug;Home;1;11,9;3,9;0;6,99;11,9;0,0;18,89;14,99
O00602;2025-04-28;C0229;Atyrau;Paid Search;Coffee Mug;Home;2;11,9;3,9;15;0;23,8;3,57;20,23;12,43
O00129;2025-04-29;C0237;Atyrau;Social Media;Coffee Mug;Home;2;11,9;3,9;0;2,99;23,8;0,0;26,79;18,99
O00704;2025-04-29;C0195;Aktobe;Organic;Desk Lamp;Home;3;29,9;11,8;0;6,99;89,7;0,0;96,69;61,29
O00716;2025-04-29;C0014;Shymkent;Organic;Water Bottle;Sports;2;15,9;4,8;0;2,99;31,8;0,0;34,79;25,19
O01013;2025-04-29;C0032;Aktobe;Organic;Resistance Bands;Sports;2;18,9;6,2;5;6,99;37,8;1,89;42,9;30,5
O01016;2025-04-29;C0260;Astana;Referral;Notebook Set;Office;2;12,5;4,1;0;6,99;25,0;0,0;31,99;23,79
O00150;2025-04-30;C0169;Astana;Referral;Mechanical Keyboard;Electronics;3;79,9;38,0;5;2,99;239,7;11,98;230,71;116,71
O00197;2025-04-30;C0274;Astana;Social Media;Laptop Stand;Office;5;34,9;14,0;5;6,99;174,5;8,72;172,77;102,77
O00686;2025-04-30;C0132;Shymkent;Organic;USB-C Cable;Electronics;1;9,9;3,2;15;2,99;9,9;1,49;11,41;8,21
O00125;2025-05-01;C0324;Atyrau;Social Media;Yoga Mat;Sports;3;26,9;9,7;0;0;80,7;0,0;80,7;51,6
O00932;2025-05-01;C0332;Shymkent;Referral;Coffee Mug;Home;1;11,9;3,9;5;2,99;11,9;0,59;14,29;10,39
O00953;2025-05-01;C0217;Astana;Paid Search;Mechanical Keyboard;Electronics;3;79,9;38,0;0;6,99;239,7;0,0;246,69;132,69
O00973;2025-05-01;C0317;Karaganda;Paid Search;Coffee Mug;Home;3;11,9;3,9;0;4,99;35,7;0,0;40,69;28,99
O01041;2025-05-01;C0298;Aktobe;Referral;Notebook Set;Office;2;12,5;4,1;0;4,99;25,0;0,0;29,99;21,79
O01174;2025-05-01;C0260;Almaty;Email;Laptop Stand;Office;1;34,9;14,0;0;2,99;34,9;0,0;37,89;23,89
O00230;2025-05-02;C0253;Almaty;Social Media;Resistance Bands;Sports;1;18,9;6,2;20;2,99;18,9;3,78;18,11;11,91
O00366;2025-05-02;C0108;Atyrau;Referral;Desk Lamp;Home;3;29,9;11,8;0;0;89,7;0,0;89,7;54,3
O00626;2025-05-02;C0138;Karaganda;Referral;Desk Lamp;Home;2;29,9;11,8;0;4,99;59,8;0,0;64,79;41,19
O00733;2025-05-02;C0112;Aktobe;Email;Resistance Bands;Sports;3;18,9;6,2;5;6,99;56,7;2,83;60,85;42,25
O01169;2025-05-02;C0307;Karaganda;Social Media;Notebook Set;Office;1;12,5;4,1;0;0;12,5;0,0;12,5;8,4
O00037;2025-05-03;C0136;Karaganda;Paid Search;Desk Lamp;Home;4;29,9;11,8;0;4,99;119,6;0,0;124,59;77,39
O01111;2025-05-03;C0190;Shymkent;Paid Search;Mechanical Keyboard;Electronics;1;79,9;38,0;0;6,99;79,9;0,0;86,89;48,89
O00300;2025-05-04;C0116;Shymkent;Paid Search;Coffee Mug;Home;1;11,9;3,9;0;6,99;11,9;0,0;18,89;14,99
O00472;2025-05-04;C0191;Karaganda;Referral;Coffee Mug;Home;2;11,9;3,9;0;0;23,8;0,0;23,8;16,0
O00026;2025-05-05;C0243;Karaganda;Paid Search;Laptop Stand;Office;2;34,9;14,0;10;6,99;69,8;6,98;69,81;41,81
O00149;2025-05-05;C0065;Aktobe;Paid Search;Water Bottle;Sports;5;15,9;4,8;0;4,99;79,5;0,0;84,49;60,49
O00695;2025-05-05;C0037;Shymkent;Email;Yoga Mat;Sports;1;26,9;9,7;5;2,99;26,9;1,34;28,55;18,85
O00828;2025-05-05;C0333;Astana;Organic;USB-C Cable;Electronics;2;9,9;3,2;0;0;19,8;0,0;19,8;13,4
