order_id;order_date;customer_id;city;sales_channel;product_name;category;quantity;unit_price;unit_cost;discount_pct;shipping_fee;gross_revenue;discount_amount;net_revenue;profit
O01048;02.03.2025;C0309;Karaganda;Organic;Wireless Mouse;Electronics;2;24.сен;10.май;20;апр.99;49.8;сен.96;44.83;23.83
O01049;02.03.2025;C0191;Shymkent;Social Media;Mechanical Keyboard;Electronics;1;79.9;38.0;0;фев.99;79.9;0.0;82.89;44.89
O01125;02.03.2025;C0037;Shymkent;Organic;Mechanical Keyboard;Electronics;3;79.9;38.0;15;0;239.7;35.96;203.75;89.75
O00414;03.03.2025;C0275;Shymkent;Paid Search;Mechanical Keyboard;Electronics;1;79.9;38.0;0;июн.99;79.9;0.0;86.89;48.89
O00458;03.03.2025;C0230;Astana;Paid Search;Resistance Bands;Sports;2;18.сен;06.фев;5;фев.99;37.8;янв.89;38.9;26.май
O00993;03.03.2025;C0153;Karaganda;Email;Coffee Mug;Home;3;11.сен;03.сен;0;фев.99;35.7;0.0;38.69;26.99
O00243;04.03.2025;C0137;Karaganda;Paid Search;Resistance Bands;Sports;2;18.сен;06.фев;0;июн.99;37.8;0.0;44.79;32.39
O00421;04.03.2025;C0022;Karaganda;Organic;USB-C Cable;Electronics;1;09.сен;03.фев;15;апр.99;09.сен;янв.49;13.41;окт.21
O00876;04.03.2025;C0013;Karaganda;Email;Desk Lamp;Home;1;29.сен;11.авг;20;апр.99;29.сен;май.98;28.91;17.ноя
O00918;04.03.2025;C0120;Karaganda;Email;Desk Lamp;Home;1;29.сен;11.авг;15;июн.99;29.сен;апр.49;32.41;20.61
O01086;04.03.2025;C0349;Aktobe;Email;Desk Lamp;Home;1;29.сен;11.авг;20;апр.99;29.сен;май.98;28.91;17.ноя
O00234;05.03.2025;C0266;Astana;Social Media;USB-C Cable;Electronics;3;09.сен;03.фев;0;0;29.июл;0.0;29.июл;20.янв
O00376;05.03.2025;C0081;Karaganda;Email;Mechanical Keyboard;Electronics;2;79.9;38.0;15;0;159.8;23.97;135.83;59.83
O00499;05.03.2025;C0188;Atyrau;Organic;Laptop Stand;Office;2;34.9;14.0;5;фев.99;69.8;мар.49;69.3;41.3
O00906;05.03.2025;C0309;Astana;Referral;Mechanical Keyboard;Electronics;1;79.9;38.0;0;0;79.9;0.0;79.9;41.9
O00985;05.03.2025;C0179;Almaty;Paid Search;Yoga Mat;Sports;1;26.сен;09.июл;0;фев.99;26.сен;0.0;29.89;20.19
O00236;06.03.2025;C0321;Shymkent;Referral;Notebook Set;Office;1;12.май;04.янв;20;апр.99;12.май;02.май;14.99;окт.89
O00192;07.03.2025;C0344;Atyrau;Referral;Notebook Set;Office;2;12.май;04.янв;5;апр.99;25.0;янв.25;28.74;20.54
O00233;07.03.2025;C0283;Atyrau;Referral;Desk Lamp;Home;2;29.сен;11.авг;0;апр.99;59.8;0.0;64.79;41.19
O00530;07.03.2025;C0054;Karaganda;Referral;Resistance Bands;Sports;3;18.сен;06.фев;15;фев.99;56.7;08.май;51.18;32.58
O00161;08.03.2025;C0285;Almaty;Referral;Mechanical Keyboard;Electronics;1;79.9;38.0;0;апр.99;79.9;0.0;84.89;46.89
O00191;08.03.2025;C0305;Atyrau;Organic;Desk Lamp;Home;1;29.сен;11.авг;5;июн.99;29.сен;01.май;35.39;23.59
O00419;08.03.2025;C0102;Karaganda;Social Media;Wireless Mouse;Electronics;1;24.сен;10.май;10;фев.99;24.сен;фев.49;25.апр;14.сен
O01019;08.03.2025;C0089;Astana;Paid Search;Notebook Set;Office;2;12.май;04.янв;0;июн.99;25.0;0.0;31.99;23.79
O00039;09.03.2025;C0179;Almaty;Paid Search;Mechanical Keyboard;Electronics;1;79.9;38.0;0;апр.99;79.9;0.0;84.89;46.89
O01017;09.03.2025;C0151;Atyrau;Email;Desk Lamp;Home;4;29.сен;11.авг;15;июн.99;119.6;17.94;108.65;61.45
O00248;10.03.2025;C0136;Atyrau;Social Media;Notebook Set;Office;2;12.май;04.янв;15;июн.99;25.0;мар.75;28.24;20.апр
O00587;10.03.2025;C0323;Aktobe;Organic;Wireless Mouse;Electronics;1;24.сен;10.май;0;фев.99;24.сен;0.0;27.89;17.39
O00785;10.03.2025;C0006;Almaty;Organic;Desk Lamp;Home;3;29.сен;11.авг;0;фев.99;89.7;0.0;92.69;57.29
O00213;11.03.2025;C0033;Atyrau;Email;Yoga Mat;Sports;5;26.сен;09.июл;0;фев.99;134.5;0.0;137.49;88.99
O00369;11.03.2025;C0211;Almaty;Social Media;Notebook Set;Office;1;12.май;04.янв;0;0;12.май;0.0;12.май;08.апр
O00413;11.03.2025;C0300;Almaty;Paid Search;Desk Lamp;Home;1;29.сен;11.авг;0;фев.99;29.сен;0.0;32.89;21.сен
O00651;11.03.2025;C0149;Almaty;Email;Notebook Set;Office;1;12.май;04.янв;15;фев.99;12.май;янв.88;13.62;сен.52
O00694;11.03.2025;C0247;Aktobe;Paid Search;Coffee Mug;Home;2;11.сен;03.сен;10;фев.99;23.авг;фев.38;24.41;16.61
O00786;11.03.2025;C0044;Astana;Email;USB-C Cable;Electronics;2;09.сен;03.фев;0;июн.99;19.авг;0.0;26.79;20.39
O00068;12.03.2025;C0078;Astana;Email;Laptop Stand;Office;1;34.9;14.0;0;0;34.9;0.0;34.9;20.сен
O00266;12.03.2025;C0056;Aktobe;Referral;Laptop Stand;Office;1;34.9;14.0;5;апр.99;34.9;янв.75;38.15;24.15
O00711;12.03.2025;C0159;Atyrau;Referral;Resistance Bands;Sports;1;18.сен;06.фев;5;фев.99;18.сен;0.94;20.95;14.75
O01030;12.03.2025;C0220;Karaganda;Email;USB-C Cable;Electronics;3;09.сен;03.фев;5;фев.99;29.июл;янв.49;31.21;21.61
O01053;12.03.2025;C0259;Atyrau;Email;Yoga Mat;Sports;3;26.сен;09.июл;15;фев.99;80.7;12.янв;71.58;42.48
O00001;13.03.2025;C0053;Atyrau;Referral;Mechanical Keyboard;Electronics;1;79.9;38.0;0;фев.99;79.9;0.0;82.89;44.89
O00784;13.03.2025;C0097;Aktobe;Email;Coffee Mug;Home;2;11.сен;03.сен;5;июн.99;23.авг;янв.19;29.июн;21.авг
O00951;13.03.2025;C0121;Almaty;Referral;Desk Lamp;Home;2;29.сен;11.авг;15;июн.99;59.8;авг.97;57.82;34.22
O00791;14.03.2025;C0270;Shymkent;Email;Mechanical Keyboard;Electronics;2;79.9;38.0;20;0;159.8;31.96;127.84;51.84
O01050;14.03.2025;C0302;Karaganda;Organic;Notebook Set;Office;1;12.май;04.янв;0;фев.99;12.май;0.0;15.49;ноя.39
O01068;14.03.2025;C0192;Aktobe;Paid Search;Notebook Set;Office;2;12.май;04.янв;0;фев.99;25.0;0.0;27.99;19.79
O00012;15.03.2025;C0136;Astana;Paid Search;Laptop Stand;Office;2;34.9;14.0;0;июн.99;69.8;0.0;76.79;48.79
O00464;15.03.2025;C0317;Aktobe;Email;Water Bottle;Sports;1;15.сен;04.авг;0;июн.99;15.сен;0.0;22.89;18.сен
O00886;15.03.2025;C0107;Shymkent;Email;Coffee Mug;Home;1;11.сен;03.сен;5;0;11.сен;0.59;11.мар;07.апр
O01190;15.03.2025;C0138;Atyrau;Paid Search;Mechanical Keyboard;Electronics;1;79.9;38.0;5;апр.99;79.9;4.0;80.89;42.89
O00333;16.03.2025;C0033;Astana;Email;USB-C Cable;Electronics;1;09.сен;03.фев;0;июн.99;09.сен;0.0;16.89;13.69
O00604;16.03.2025;C0242;Aktobe;Email;USB-C Cable;Electronics;1;09.сен;03.фев;5;0;09.сен;0.49;сен.41;июн.21
O00894;16.03.2025;C0164;Karaganda;Paid Search;Water Bottle;Sports;1;15.сен;04.авг;0;0;15.сен;0.0;15.сен;11.янв
O00907;16.03.2025;C0143;Aktobe;Social Media;Laptop Stand;Office;1;34.9;14.0;0;0;34.9;0.0;34.9;20.сен
O00416;17.03.2025;C0047;Atyrau;Paid Search;Water Bottle;Sports;1;15.сен;04.авг;15;апр.99;15.сен;фев.38;18.51;13.71
O00735;17.03.2025;C0029;Atyrau;Social Media;Resistance Bands;Sports;3;18.сен;06.фев;0;фев.99;56.7;0.0;59.69;41.09
O00778;17.03.2025;C0339;Astana;Email;Mechanical Keyboard;Electronics;1;79.9;38.0;0;0;79.9;0.0;79.9;41.9
O00872;17.03.2025;C0181;Shymkent;Email;Yoga Mat;Sports;1;26.сен;09.июл;0;0;26.сен;0.0;26.сен;17.фев
O00920;17.03.2025;C0233;Almaty;Organic;Water Bottle;Sports;4;15.сен;04.авг;20;апр.99;63.6;дек.72;55.87;36.67
O00205;18.03.2025;C0281;Atyrau;Referral;Wireless Mouse;Electronics;4;24.сен;10.май;0;фев.99;99.6;0.0;102.59;60.59
O00402;18.03.2025;C0092;Almaty;Referral;Wireless Mouse;Electronics;1;24.сен;10.май;0;июн.99;24.сен;0.0;31.89;21.39
O00507;18.03.2025;C0047;Aktobe;Organic;Mechanical Keyboard;Electronics;4;79.9;38.0;15;июн.99;319.6;47.94;278.65;126.65
O00817;18.03.2025;C0335;Atyrau;Organic;Notebook Set;Office;3;12.май;04.янв;0;июн.99;37.5;0.0;44.49;32.19
O00969;18.03.2025;C0046;Shymkent;Paid Search;USB-C Cable;Electronics;1;09.сен;03.фев;5;апр.99;09.сен;0.49;14.апр;11.фев
O00018;20.03.2025;C0192;Astana;Referral;Notebook Set;Office;3;12.май;04.янв;5;фев.99;37.5;янв.88;38.62;26.32
O00160;20.03.2025;C0243;Almaty;Organic;Desk Lamp;Home;1;29.сен;11.авг;5;апр.99;29.сен;01.май;33.39;21.59
O00450;20.03.2025;C0028;Shymkent;Organic;Mechanical Keyboard;Electronics;1;79.9;38.0;5;июн.99;79.9;4.0;82.89;44.89
O00691;20.03.2025;C0026;Atyrau;Email;Resistance Bands;Sports;2;18.сен;06.фев;0;фев.99;37.8;0.0;40.79;28.39
O01134;20.03.2025;C0170;Aktobe;Referral;Water Bottle;Sports;1;15.сен;04.авг;10;фев.99;15.сен;янв.59;17.мар;12.май
O00163;21.03.2025;C0337;Karaganda;Paid Search;Notebook Set;Office;2;12.май;04.янв;0;фев.99;25.0;0.0;27.99;19.79
O00169;22.03.2025;C0317;Almaty;Organic;Water Bottle;Sports;2;15.сен;04.авг;15;фев.99;31.авг;апр.77;30.02;20.42
O00229;22.03.2025;C0327;Astana;Social Media;Mechanical Keyboard;Electronics;2;79.9;38.0;0;апр.99;159.8;0.0;164.79;88.79
O00843;22.03.2025;C0015;Karaganda;Referral;Wireless Mouse;Electronics;1;24.сен;10.май;0;фев.99;24.сен;0.0;27.89;17.39
O01026;22.03.2025;C0150;Atyrau;Email;USB-C Cable;Electronics;2;09.сен;03.фев;15;апр.99;19.авг;фев.97;21.82;15.42
O00245;23.03.2025;C0256;Aktobe;Email;Desk Lamp;Home;4;29.сен;11.авг;10;фев.99;119.6;ноя.96;110.63;63.43
O00044;24.03.2025;C0227;Aktobe;Email;Wireless Mouse;Electronics;1;24.сен;10.май;10;апр.99;24.сен;фев.49;27.апр;16.сен
O00446;24.03.2025;C0039;Aktobe;Organic;Mechanical Keyboard;Electronics;1;79.9;38.0;0;июн.99;79.9;0.0;86.89;48.89
O00079;25.03.2025;C0160;Almaty;Referral;Water Bottle;Sports;2;15.сен;04.авг;10;0;31.авг;мар.18;28.62;19.фев
O00397;25.03.2025;C0255;Shymkent;Referral;Mechanical Keyboard;Electronics;1;79.9;38.0;0;0;79.9;0.0;79.9;41.9
O00730;25.03.2025;C0075;Astana;Organic;USB-C Cable;Electronics;4;09.сен;03.фев;5;фев.99;39.6;янв.98;40.61;27.81
O01046;25.03.2025;C0074;Aktobe;Paid Search;Yoga Mat;Sports;2;26.сен;09.июл;20;июн.99;53.8;окт.76;50.03;30.63
O00031;26.03.2025;C0195;Almaty;Email;Yoga Mat;Sports;2;26.сен;09.июл;15;0;53.8;08.июл;45.73;26.33
O00367;26.03.2025;C0316;Astana;Paid Search;Desk Lamp;Home;3;29.сен;11.авг;5;июн.99;89.7;апр.48;92.2;56.8
O00526;26.03.2025;C0253;Astana;Email;Resistance Bands;Sports;2;18.сен;06.фев;10;0;37.8;мар.78;34.02;21.62
O01089;26.03.2025;C0169;Shymkent;Organic;Coffee Mug;Home;4;11.сен;03.сен;15;фев.99;47.6;июл.14;43.45;27.85
O00635;27.03.2025;C0328;Shymkent;Email;Mechanical Keyboard;Electronics;1;79.9;38.0;0;фев.99;79.9;0.0;82.89;44.89
O00679;27.03.2025;C0093;Aktobe;Email;Yoga Mat;Sports;2;26.сен;09.июл;0;0;53.8;0.0;53.8;34.4
O01159;27.03.2025;C0023;Karaganda;Referral;Mechanical Keyboard;Electronics;3;79.9;38.0;15;фев.99;239.7;35.96;206.74;92.74
O00833;28.03.2025;C0190;Aktobe;Paid Search;Mechanical Keyboard;Electronics;1;79.9;38.0;0;июн.99;79.9;0.0;86.89;48.89
O00917;28.03.2025;C0034;Shymkent;Paid Search;Mechanical Keyboard;Electronics;1;79.9;38.0;0;0;79.9;0.0;79.9;41.9
O00128;29.03.2025;C0090;Almaty;Referral;USB-C Cable;Electronics;1;09.сен;03.фев;0;фев.99;09.сен;0.0;дек.89;сен.69
O00176;29.03.2025;C0317;Karaganda;Social Media;Coffee Mug;Home;1;11.сен;03.сен;0;апр.99;11.сен;0.0;16.89;дек.99
O00237;29.03.2025;C0338;Aktobe;Referral;Resistance Bands;Sports;1;18.сен;06.фев;5;фев.99;18.сен;0.94;20.95;14.75
O00257;29.03.2025;C0269;Atyrau;Referral;Water Bottle;Sports;1;15.сен;04.авг;0;июн.99;15.сен;0.0;22.89;18.сен
O00484;29.03.2025;C0337;Aktobe;Paid Search;Yoga Mat;Sports;4;26.сен;09.июл;5;апр.99;107.6;май.38;107.21;68.41
O00702;29.03.2025;C0031;Shymkent;Paid Search;Water Bottle;Sports;4;15.сен;04.авг;5;апр.99;63.6;мар.18;65.41;46.21
O01192;29.03.2025;C0091;Shymkent;Paid Search;Coffee Mug;Home;2;11.сен;03.сен;5;июн.99;23.авг;янв.19;29.июн;21.авг
O00137;31.03.2025;C0103;Astana;Referral;USB-C Cable;Electronics;1;09.сен;03.фев;0;июн.99;09.сен;0.0;16.89;13.69
O00270;31.03.2025;C0214;Astana;Organic;Mechanical Keyboard;Electronics;2;79.9;38.0;0;0;159.8;0.0;159.8;83.8
O00606;31.03.2025;C0328;Karaganda;Email;Coffee Mug;Home;2;11.сен;03.сен;5;0;23.авг;янв.19;22.61;14.81
O00748;31.03.2025;C0100;Shymkent;Social Media;Desk Lamp;Home;1;29.сен;11.авг;5;0;29.сен;01.май;28.апр;16.июн
O00822;01.04.2025;C0284;Almaty;Email;Yoga Mat;Sports;3;26.сен;09.июл;0;фев.99;80.7;0.0;83.69;54.59
O01153;01.04.2025;C0151;Almaty;Referral;USB-C Cable;Electronics;1;09.сен;03.фев;0;0;09.сен;0.0;09.сен;06.июл
O00052;02.04.2025;C0298;Shymkent;Organic;Resistance Bands;Sports;1;18.сен;06.фев;0;апр.99;18.сен;0.0;23.89;17.69
O00093;02.04.2025;C0155;Almaty;Referral;Mechanical Keyboard;Electronics;3;79.9;38.0;0;апр.99;239.7;0.0;244.69;130.69
O00316;02.04.2025;C0055;Almaty;Referral;Resistance Bands;Sports;5;18.сен;06.фев;0;июн.99;94.5;0.0;101.49;70.49
O00891;02.04.2025;C0252;Atyrau;Paid Search;Mechanical Keyboard;Electronics;2;79.9;38.0;15;июн.99;159.8;23.97;142.82;66.82
O00108;03.04.2025;C0300;Karaganda;Email;USB-C Cable;Electronics;1;09.сен;03.фев;5;апр.99;09.сен;0.49;14.апр;11.фев
O00656;03.04.2025;C0099;Shymkent;Email;Notebook Set;Office;3;12.май;04.янв;0;июн.99;37.5;0.0;44.49;32.19
O01063;03.04.2025;C0014;Atyrau;Organic;Coffee Mug;Home;2;11.сен;03.сен;0;апр.99;23.авг;0.0;28.79;20.99
O00074;04.04.2025;C0026;Shymkent;Email;Mechanical Keyboard;Electronics;2;79.9;38.0;0;июн.99;159.8;0.0;166.79;90.79
O00618;04.04.2025;C0350;Astana;Email;Desk Lamp;Home;1;29.сен;11.авг;15;апр.99;29.сен;апр.49;30.41;18.61
O00873;04.04.2025;C0090;Atyrau;Paid Search;USB-C Cable;Electronics;2;09.сен;03.фев;0;апр.99;19.авг;0.0;24.79;18.39
O00453;05.04.2025;C0190;Karaganda;Social Media;Yoga Mat;Sports;4;26.сен;09.июл;0;июн.99;107.6;0.0;114.59;75.79
O00713;05.04.2025;C0163;Astana;Organic;Mechanical Keyboard;Electronics;2;79.9;38.0;20;0;159.8;31.96;127.84;51.84
O00705;06.04.2025;C0102;Aktobe;Email;Desk Lamp;Home;2;29.сен;11.авг;5;0;59.8;фев.99;56.81;33.21
O01099;06.04.2025;C0125;Astana;Organic;Resistance Bands;Sports;1;18.сен;06.фев;0;июн.99;18.сен;0.0;25.89;19.69
O00480;07.04.2025;C0077;Aktobe;Paid Search;Notebook Set;Office;1;12.май;04.янв;10;апр.99;12.май;янв.25;16.24;дек.14
O00648;07.04.2025;C0211;Aktobe;Email;Notebook Set;Office;2;12.май;04.янв;10;апр.99;25.0;02.май;27.49;19.29
O00652;07.04.2025;C0165;Almaty;Paid Search;Water Bottle;Sports;1;15.сен;04.авг;10;июн.99;15.сен;янв.59;21.мар;16.май
O00666;08.04.2025;C0291;Astana;Referral;Yoga Mat;Sports;2;26.сен;09.июл;5;июн.99;53.8;фев.69;58.1;38.7
O00677;08.04.2025;C0099;Aktobe;Paid Search;Mechanical Keyboard;Electronics;1;79.9;38.0;0;июн.99;79.9;0.0;86.89;48.89
O00756;08.04.2025;C0175;Karaganda;Referral;Wireless Mouse;Electronics;3;24.сен;10.май;15;фев.99;74.7;11.фев;66.48;34.98
O00057;09.04.2025;C0216;Atyrau;Email;Desk Lamp;Home;1;29.сен;11.авг;0;фев.99;29.сен;0.0;32.89;21.сен
O00091;09.04.2025;C0162;Almaty;Referral;Yoga Mat;Sports;1;26.сен;09.июл;0;0;26.сен;0.0;26.сен;17.фев
O01057;09.04.2025;C0317;Aktobe;Referral;Resistance Bands;Sports;2;18.сен;06.фев;5;0;37.8;янв.89;35.91;23.51
O00565;10.04.2025;C0059;Astana;Referral;USB-C Cable;Electronics;1;09.сен;03.фев;0;апр.99;09.сен;0.0;14.89;ноя.69
O00607;10.04.2025;C0018;Aktobe;Referral;Wireless Mouse;Electronics;1;24.сен;10.май;5;апр.99;24.сен;янв.25;28.64;18.14
O00882;10.04.2025;C0252;Shymkent;Referral;Yoga Mat;Sports;2;26.сен;09.июл;20;июн.99;53.8;окт.76;50.03;30.63
O00779;11.04.2025;C0106;Atyrau;Social Media;Resistance Bands;Sports;1;18.сен;06.фев;5;июн.99;18.сен;0.94;24.95;18.75
O00881;11.04.2025;C0012;Almaty;Referral;Resistance Bands;Sports;1;18.сен;06.фев;20;апр.99;18.сен;мар.78;20.ноя;13.91
O00504;12.04.2025;C0312;Astana;Social Media;Mechanical Keyboard;Electronics;1;79.9;38.0;10;июн.99;79.9;июл.99;78.9;40.9
O00227;13.04.2025;C0063;Astana;Organic;Laptop Stand;Office;5;34.9;14.0;0;июн.99;174.5;0.0;181.49;111.49
O00425;13.04.2025;C0330;Aktobe;Paid Search;Wireless Mouse;Electronics;1;24.сен;10.май;0;июн.99;24.сен;0.0;31.89;21.39
O00451;13.04.2025;C0050;Almaty;Paid Search;Coffee Mug;Home;1;11.сен;03.сен;10;июн.99;11.сен;янв.19;17.июл;13.авг
O00470;13.04.2025;C0030;Astana;Organic;Resistance Bands;Sports;3;18.сен;06.фев;0;фев.99;56.7;0.0;59.69;41.09
O00489;13.04.2025;C0176;Karaganda;Referral;Coffee Mug;Home;1;11.сен;03.сен;15;фев.99;11.сен;янв.78;13.ноя;сен.21
O00698;13.04.2025;C0192;Astana;Organic;Yoga Mat;Sports;2;26.сен;09.июл;0;фев.99;53.8;0.0;56.79;37.39
O00888;13.04.2025;C0096;Karaganda;Social Media;Coffee Mug;Home;1;11.сен;03.сен;0;фев.99;11.сен;0.0;14.89;окт.99
O01157;13.04.2025;C0047;Almaty;Email;Laptop Stand;Office;4;34.9;14.0;0;фев.99;139.6;0.0;142.59;86.59
O00592;14.04.2025;C0268;Aktobe;Email;Laptop Stand;Office;1;34.9;14.0;0;0;34.9;0.0;34.9;20.сен
O00755;14.04.2025;C0048;Karaganda;Referral;Resistance Bands;Sports;1;18.сен;06.фев;0;0;18.сен;0.0;18.сен;12.июл
O00937;14.04.2025;C0255;Atyrau;Organic;USB-C Cable;Electronics;2;09.сен;03.фев;0;июн.99;19.авг;0.0;26.79;20.39
O00948;14.04.2025;C0082;Shymkent;Paid Search;Yoga Mat;Sports;2;26.сен;09.июл;0;0;53.8;0.0;53.8;34.4
O01142;14.04.2025;C0004;Astana;Email;Laptop Stand;Office;2;34.9;14.0;10;апр.99;69.8;июн.98;67.81;39.81
O00042;15.04.2025;C0325;Shymkent;Referral;USB-C Cable;Electronics;1;09.сен;03.фев;5;апр.99;09.сен;0.49;14.апр;11.фев
O00172;15.04.2025;C0155;Astana;Paid Search;Laptop Stand;Office;1;34.9;14.0;5;0;34.9;янв.75;33.16;19.16
O00600;15.04.2025;C0212;Aktobe;Referral;Desk Lamp;Home;2;29.сен;11.авг;20;июн.99;59.8;ноя.96;54.83;31.23
O00719;15.04.2025;C0034;Astana;Email;Notebook Set;Office;4;12.май;04.янв;0;фев.99;50.0;0.0;52.99;36.59
O01135;15.04.2025;C0201;Almaty;Referral;Water Bottle;Sports;2;15.сен;04.авг;0;июн.99;31.авг;0.0;38.79;29.19
O00619;16.04.2025;C0118;Astana;Paid Search;Laptop Stand;Office;1;34.9;14.0;0;апр.99;34.9;0.0;39.89;25.89
O00762;16.04.2025;C0278;Shymkent;Referral;Mechanical Keyboard;Electronics;1;79.9;38.0;5;0;79.9;4.0;75.91;37.91
O01140;16.04.2025;C0067;Astana;Social Media;Resistance Bands;Sports;1;18.сен;06.фев;10;июн.99;18.сен;янв.89;24.0;17.авг
O00745;17.04.2025;C0316;Karaganda;Email;Mechanical Keyboard;Electronics;1;79.9;38.0;5;0;79.9;4.0;75.91;37.91
O01119;17.04.2025;C0113;Astana;Email;Coffee Mug;Home;2;11.сен;03.сен;10;0;23.авг;фев.38;21.42;13.62
O00491;18.04.2025;C0087;Aktobe;Paid Search;Desk Lamp;Home;2;29.сен;11.авг;0;апр.99;59.8;0.0;64.79;41.19
O00639;18.04.2025;C0086;Karaganda;Organic;USB-C Cable;Electronics;2;09.сен;03.фев;5;0;19.авг;0.99;18.81;дек.41
O01073;18.04.2025;C0313;Aktobe;Social Media;USB-C Cable;Electronics;2;09.сен;03.фев;20;июн.99;19.авг;мар.96;22.83;16.43
O00011;19.04.2025;C0291;Atyrau;Social Media;Wireless Mouse;Electronics;3;24.сен;10.май;0;0;74.7;0.0;74.7;43.2
O00374;19.04.2025;C0254;Shymkent;Social Media;Mechanical Keyboard;Electronics;3;79.9;38.0;0;июн.99;239.7;0.0;246.69;132.69
O00564;19.04.2025;C0212;Atyrau;Referral;Laptop Stand;Office;2;34.9;14.0;15;апр.99;69.8;окт.47;64.32;36.32
O00002;22.04.2025;C0120;Aktobe;Referral;Mechanical Keyboard;Electronics;2;79.9;38.0;0;0;159.8;0.0;159.8;83.8
O00385;22.04.2025;C0045;Almaty;Paid Search;USB-C Cable;Electronics;4;09.сен;03.фев;5;июн.99;39.6;янв.98;44.61;31.81
O00654;22.04.2025;C0176;Karaganda;Social Media;Wireless Mouse;Electronics;1;24.сен;10.май;0;июн.99;24.сен;0.0;31.89;21.39
O00899;22.04.2025;C0080;Aktobe;Paid Search;Coffee Mug;Home;1;11.сен;03.сен;15;0;11.сен;янв.78;10.дек;июн.21
O00003;23.04.2025;C0230;Aktobe;Social Media;Wireless Mouse;Electronics;2;24.сен;10.май;10;июн.99;49.8;апр.98;51.81;30.81
O00846;23.04.2025;C0038;Karaganda;Referral;Laptop Stand;Office;2;34.9;14.0;15;июн.99;69.8;окт.47;66.32;38.32
O01105;23.04.2025;C0002;Atyrau;Paid Search;Yoga Mat;Sports;3;26.сен;09.июл;15;июн.99;80.7;12.янв;75.58;46.48
O00089;24.04.2025;C0208;Atyrau;Paid Search;Yoga Mat;Sports;1;26.сен;09.июл;0;апр.99;26.сен;0.0;31.89;22.19
O00474;24.04.2025;C0332;Astana;Paid Search;Notebook Set;Office;1;12.май;04.янв;0;фев.99;12.май;0.0;15.49;ноя.39
O00692;24.04.2025;C0222;Shymkent;Email;Yoga Mat;Sports;3;26.сен;09.июл;5;0;80.7;04.мар;76.66;47.56
O00050;25.04.2025;C0013;Atyrau;Paid Search;Yoga Mat;Sports;1;26.сен;09.июл;10;фев.99;26.сен;фев.69;27.фев;17.май
O00076;25.04.2025;C0333;Almaty;Organic;Yoga Mat;Sports;1;26.сен;09.июл;5;апр.99;26.сен;янв.34;30.55;20.85
O00404;25.04.2025;C0265;Almaty;Email;Mechanical Keyboard;Electronics;2;79.9;38.0;15;фев.99;159.8;23.97;138.82;62.82
O00023;26.04.2025;C0033;Shymkent;Organic;Yoga Mat;Sports;4;26.сен;09.июл;0;фев.99;107.6;0.0;110.59;71.79
O00194;26.04.2025;C0071;Astana;Organic;Laptop Stand;Office;1;34.9;14.0;10;фев.99;34.9;мар.49;34.4;20.апр
O00542;26.04.2025;C0325;Atyrau;Social Media;Laptop Stand;Office;2;34.9;14.0;10;июн.99;69.8;июн.98;69.81;41.81
O00611;26.04.2025;C0311;Astana;Email;Water Bottle;Sports;1;15.сен;04.авг;20;апр.99;15.сен;мар.18;17.71;дек.91
O00718;26.04.2025;C0017;Karaganda;Organic;Coffee Mug;Home;2;11.сен;03.сен;0;фев.99;23.авг;0.0;26.79;18.99
O00788;26.04.2025;C0096;Karaganda;Referral;Coffee Mug;Home;2;11.сен;03.сен;0;апр.99;23.авг;0.0;28.79;20.99
O00863;26.04.2025;C0165;Shymkent;Social Media;Laptop Stand;Office;2;34.9;14.0;5;фев.99;69.8;мар.49;69.3;41.3
O00401;27.04.2025;C0261;Almaty;Organic;Desk Lamp;Home;1;29.сен;11.авг;10;0;29.сен;фев.99;26.91;15.ноя
O00595;28.04.2025;C0247;Karaganda;Social Media;Coffee Mug;Home;1;11.сен;03.сен;0;июн.99;11.сен;0.0;18.89;14.99
O00602;28.04.2025;C0229;Atyrau;Paid Search;Coffee Mug;Home;2;11.сен;03.сен;15;0;23.авг;мар.57;20.23;дек.43
O00129;29.04.2025;C0237;Atyrau;Social Media;Coffee Mug;Home;2;11.сен;03.сен;0;фев.99;23.авг;0.0;26.79;18.99
O00704;29.04.2025;C0195;Aktobe;Organic;Desk Lamp;Home;3;29.сен;11.авг;0;июн.99;89.7;0.0;96.69;61.29
O00716;29.04.2025;C0014;Shymkent;Organic;Water Bottle;Sports;2;15.сен;04.авг;0;фев.99;31.авг;0.0;34.79;25.19
O01013;29.04.2025;C0032;Aktobe;Organic;Resistance Bands;Sports;2;18.сен;06.фев;5;июн.99;37.8;янв.89;42.9;30.май
O01016;29.04.2025;C0260;Astana;Referral;Notebook Set;Office;2;12.май;04.янв;0;июн.99;25.0;0.0;31.99;23.79
O00150;30.04.2025;C0169;Astana;Referral;Mechanical Keyboard;Electronics;3;79.9;38.0;5;фев.99;239.7;ноя.98;230.71;116.71
O00197;30.04.2025;C0274;Astana;Social Media;Laptop Stand;Office;5;34.9;14.0;5;июн.99;174.5;авг.72;172.77;102.77
O00686;30.04.2025;C0132;Shymkent;Organic;USB-C Cable;Electronics;1;09.сен;03.фев;15;фев.99;09.сен;янв.49;ноя.41;авг.21
O00125;01.05.2025;C0324;Atyrau;Social Media;Yoga Mat;Sports;3;26.сен;09.июл;0;0;80.7;0.0;80.7;51.6
